onset	duration	trial_type
0.0	1.015	fmri_buffer
1.015	1.521	test_start_block
2.536	1.038	fixation
3.574	2.021	incongruent
5.595	2.019	congruent
7.614	2.28	incongruent
9.894	2.021	incongruent
11.915	2.139	congruent
14.054	2.021	congruent
16.075	2.141	congruent
18.216	2.019	congruent
20.235	2.009	congruent
22.244	2.021	incongruent
24.265	2.28	incongruent
26.545	2.02	incongruent
28.565	2.149	incongruent
30.714	2.41	congruent
33.124	2.282	incongruent
35.406	2.699	congruent
38.105	2.02	congruent
40.125	2.43	congruent
42.555	2.16	congruent
44.715	2.699	incongruent
47.414	2.021	incongruent
49.435	2.14	incongruent
51.575	2.959	congruent
54.534	2.011	incongruent
56.545	2.28	incongruent
58.825	2.009	incongruent
60.834	2.02	congruent
62.854	2.02	congruent
64.874	2.02	incongruent
66.894	2.14	congruent
69.034	2.01	congruent
71.044	2.02	incongruent
73.064	2.14	congruent
75.204	2.009	incongruent
77.213	2.014	incongruent
79.227	2.147	incongruent
81.374	2.141	congruent
83.515	2.289	congruent
85.804	2.701	incongruent
88.505	2.019	congruent
90.524	2.021	congruent
92.545	2.289	incongruent
94.834	2.02	incongruent
96.854	2.022	congruent
98.876	2.019	incongruent
100.895	2.019	incongruent
102.914	2.022	incongruent
104.936	2.008	incongruent
106.944	2.281	congruent
109.225	2.019	incongruent
111.244	2.421	congruent
113.665	2.01	congruent
115.675	2.15	congruent
117.825	2.019	congruent
119.844	2.011	congruent
121.855	2.02	incongruent
123.875	2.279	congruent
126.154	2.022	incongruent
128.176	2.289	incongruent
130.465	2.278	incongruent
132.743	2.021	incongruent
134.764	2.701	congruent
137.465	2.02	incongruent
139.485	2.279	congruent
141.764	2.02	congruent
143.784	2.021	congruent
145.805	2.289	incongruent
148.094	2.14	congruent
150.234	2.551	congruent
152.785	2.43	incongruent
155.215	2.009	incongruent
157.224	2.013	incongruent
159.237	2.007	incongruent
161.244	2.55	congruent
163.794	2.14	congruent
165.934	2.02	congruent
167.954	2.011	congruent
169.965	2.289	congruent
172.254	2.011	incongruent
174.265	2.02	congruent
176.285	2.16	incongruent
178.445	2.019	incongruent
180.464	2.28	incongruent
182.744	2.14	congruent
184.884	2.42	incongruent
187.304	2.019	congruent
189.323	2.021	congruent
191.344	2.82	incongruent
194.164	2.021	incongruent
196.185	2.019	incongruent
198.204	2.14	congruent
200.344	2.02	congruent
202.364	2.02	incongruent
204.384	2.021	congruent
206.405	2.009	incongruent
208.414	2.021	congruent
210.435	2.659	end
